         1437625 function calls (1419330 primitive calls) in 1.605 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3689    0.001    0.000    0.001    0.000 series.py:734(name)
        1    0.000    0.000    0.001    0.001 apply.py:1(<module>)
      432    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:670(_classify_pyc)
       46    0.000    0.000    0.001    0.000 typing.py:1074(_generic_class_getitem)
        1    0.000    0.000    0.001    0.001 expr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 docscrape.py:118(NumpyDocString)
      482    0.000    0.000    0.001    0.000 base.py:5552(equals)
     1117    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
     2506    0.001    0.000    0.001    0.000 _parser.py:168(__getitem__)
        1    0.000    0.000    0.001    0.001 tarfile.py:1(<module>)
     1288    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
  198/163    0.000    0.000    0.001    0.000 typing.py:1600(__hash__)
      560    0.001    0.000    0.001    0.000 blocks.py:2716(new_block)
     9864    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      565    0.001    0.000    0.001    0.000 _ufunc_config.py:440(__enter__)
     1440    0.000    0.000    0.001    0.000 <frozen abc>:117(__instancecheck__)
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
        3    0.000    0.000    0.001    0.000 _optional.py:85(import_optional_dependency)
      554    0.001    0.000    0.001    0.000 construction.py:769(_try_cast)
6640/6514    0.001    0.000    0.001    0.000 {built-in method builtins.hash}
       60    0.001    0.000    0.001    0.000 test_sso.py:76(compute_qoi_violation)
      241    0.000    0.000    0.001    0.000 blocks.py:2703(new_block_2d)
      542    0.000    0.000    0.001    0.000 dispatch.py:17(should_extension_dispatch)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        2    0.000    0.000    0.001    0.001 sysconfig.py:752(get_config_var)
      4/3    0.000    0.000    0.001    0.000 sysconfig.py:712(get_config_vars)
        1    0.000    0.000    0.001    0.001 localization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _io.py:1(<module>)
      142    0.001    0.000    0.001    0.000 _compiler.py:243(_optimize_charset)
      432    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1206(path_stats)
        1    0.000    0.000    0.001    0.001 _function_base_impl.py:1(<module>)
      240    0.000    0.000    0.001    0.000 base.py:6415(_is_comparable_dtype)
        1    0.000    0.000    0.001    0.001 sysconfig.py:644(_init_config_vars)
      992    0.001    0.000    0.001    0.000 __init__.py:200(_is_internal_frame)
     1589    0.001    0.000    0.001    0.000 construction.py:416(extract_array)
        8    0.001    0.000    0.001    0.000 enum.py:1707(convert_class)
     1130    0.001    0.000    0.001    0.000 indexing.py:2765(check_dict_or_set_indexers)
       72    0.000    0.000    0.001    0.000 config.py:811(inner)
      648    0.001    0.000    0.001    0.000 typing.py:1205(__getattr__)
      425    0.001    0.000    0.001    0.000 common.py:103(_maybe_match_name)
    10696    0.001    0.000    0.001    0.000 fromnumeric.py:3047(_max_dispatcher)
      587    0.000    0.000    0.001    0.000 common.py:1596(pandas_dtype)
        6    0.000    0.000    0.001    0.000 common.py:1165(_is_binary_mode)
       15    0.000    0.000    0.001    0.000 typing.py:1589(copy_with)
     1045    0.001    0.000    0.001    0.000 construction.py:696(_sanitize_ndim)
      104    0.001    0.000    0.001    0.000 enum.py:254(__set_name__)
       60    0.000    0.000    0.001    0.000 fromnumeric.py:3735(mean)
      213    0.000    0.000    0.001    0.000 docscrape.py:92(read_to_next_unindented_line)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
      558    0.000    0.000    0.001    0.000 managers.py:236(set_axis)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        1    0.000    0.000    0.001    0.001 interval.py:186(IntervalArray)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
    10481    0.001    0.000    0.001    0.000 fromnumeric.py:3185(_min_dispatcher)
      120    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 stata.py:1(<module>)
      490    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
      500    0.000    0.000    0.001    0.000 common.py:1375(_is_dtype)
       96    0.000    0.000    0.001    0.000 typing.py:892(__init__)
        1    0.000    0.000    0.001    0.001 resample.py:1(<module>)
     2440    0.001    0.000    0.001    0.000 common.py:1590(<genexpr>)
     1411    0.001    0.000    0.001    0.000 {built-in method numpy.empty}
       16    0.000    0.000    0.001    0.000 dataclasses.py:449(_create_fn)
        1    0.000    0.000    0.001    0.001 common.py:1186(_get_binary_io_classes)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _utils_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rolling.py:1855(Rolling)
      260    0.000    0.000    0.001    0.000 common.py:536(is_string_dtype)
      240    0.000    0.000    0.001    0.000 common.py:1081(is_numeric_dtype)
      240    0.000    0.000    0.001    0.000 base.py:6324(_maybe_downcast_for_indexing)
     1288    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
     1834    0.001    0.000    0.001    0.000 construction.py:481(ensure_wrapped_if_datetimelike)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
   415/99    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
       40    0.000    0.000    0.001    0.000 getlimits.py:112(_float_to_str)
     3064    0.001    0.000    0.001    0.000 range.py:999(__len__)
      120    0.000    0.000    0.001    0.000 base.py:1697(_validate_names)
       78    0.000    0.000    0.001    0.000 <frozen abc>:110(register)
     1817    0.001    0.000    0.001    0.000 managers.py:2004(internal_values)
        1    0.000    0.000    0.001    0.001 contexts.py:1(<module>)
   415/99    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
      240    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
      556    0.000    0.000    0.001    0.000 generic.py:511(_validate_dtype)
      297    0.000    0.000    0.001    0.000 inspect.py:2030(_signature_get_user_defined_method)
     4753    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
     3290    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      120    0.000    0.000    0.001    0.000 _methods.py:50(_sum)
        1    0.000    0.000    0.001    0.001 sysconfig.py:537(_init_posix)
       60    0.000    0.000    0.001    0.000 _methods.py:118(_mean)
      550    0.000    0.000    0.001    0.000 __init__.py:101(find_spec)
      542    0.001    0.000    0.001    0.000 array_ops.py:507(maybe_prepare_scalar_for_op)
        1    0.000    0.000    0.001    0.001 dataframe_protocol.py:1(<module>)
      600    0.000    0.000    0.001    0.000 base.py:6312(_index_as_unique)
      248    0.000    0.000    0.001    0.000 __init__.py:1137(flush)
      736    0.001    0.000    0.001    0.000 base.py:5373(__getitem__)
       20    0.001    0.000    0.001    0.000 test_sso.py:67(dv_box_grow_fixed)
        1    0.000    0.000    0.001    0.001 csvs.py:246(save)
        1    0.000    0.000    0.001    0.001 expanding.py:51(Expanding)
      625    0.001    0.000    0.001    0.000 config.py:635(_get_root)
      540    0.001    0.000    0.001    0.000 compute.py:107(_get_arg_names)
       55    0.000    0.000    0.001    0.000 _compiler.py:516(_compile_info)
     6886    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      242    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
       96    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
      550    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
     1568    0.001    0.000    0.001    0.000 copy.py:231(_keep_alive)
      360    0.001    0.000    0.001    0.000 numeric.py:1386(normalize_axis_tuple)
       41    0.000    0.000    0.001    0.000 typing.py:1417(copy_with)
        3    0.000    0.000    0.001    0.000 dataclasses.py:1247(dataclass)
      180    0.000    0.000    0.001    0.000 frame.py:12675(_reindex_for_setitem)
      228    0.000    0.000    0.001    0.000 warnings.py:184(_add_filter)
       72    0.000    0.000    0.001    0.000 config.py:491(register_option)
       78    0.000    0.000    0.001    0.000 {built-in method _abc._abc_register}
       28    0.000    0.000    0.001    0.000 inspect.py:882(cleandoc)
      558    0.000    0.000    0.001    0.000 base.py:86(_validate_set_axis)
        1    0.000    0.000    0.001    0.001 xml.py:1(<module>)
      368    0.000    0.000    0.001    0.000 series.py:1471(_set_as_cached)
     1032    0.000    0.000    0.001    0.000 generic.py:667(_info_axis)
     1440    0.001    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
     3111    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      480    0.000    0.000    0.001    0.000 take.py:564(_take_preprocess_indexer_and_fill_value)
     1278    0.000    0.000    0.001    0.000 base.py:84(<genexpr>)
     1288    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
      161    0.000    0.000    0.001    0.000 base.py:541(to_numpy)
        1    0.000    0.000    0.001    0.001 lazy.py:1(<module>)
      240    0.000    0.000    0.001    0.000 algorithms.py:1131(take)
      294    0.000    0.000    0.001    0.000 __init__.py:164(match)
       60    0.001    0.000    0.001    0.000 CrashDesign.py:25(_compute_commons)
      158    0.000    0.000    0.001    0.000 enum.py:390(__setitem__)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
      180    0.001    0.000    0.001    0.000 managers.py:2311(_fast_count_smallints)
     2262    0.000    0.000    0.001    0.000 _parser.py:261(get)
      806    0.001    0.000    0.001    0.000 blocks.py:2674(get_block_type)
      673    0.001    0.000    0.001    0.000 managers.py:180(blknos)
      240    0.000    0.000    0.001    0.000 _methods.py:42(_amax)
     2210    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
      546    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       14    0.000    0.000    0.001    0.000 __init__.py:199(split)
        2    0.000    0.000    0.001    0.000 series.py:607(_init_dict)
      311    0.001    0.000    0.001    0.000 _dtype.py:350(_name_get)
     1851    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
     1288    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
       14    0.000    0.000    0.001    0.000 typing.py:1291(__ror__)
       63    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1689(path_hook_for_FileFinder)
  457/145    0.001    0.000    0.001    0.000 _parser.py:178(getwidth)
     1728    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        8    0.000    0.000    0.001    0.000 typing.py:2888(__new__)
      558    0.000    0.000    0.001    0.000 common.py:568(require_length_match)
      644    0.001    0.000    0.001    0.000 warnings.py:484(__enter__)
      188    0.000    0.000    0.001    0.000 missing.py:101(isna)
        1    0.000    0.000    0.001    0.001 arrow_parser_wrapper.py:1(<module>)
        7    0.000    0.000    0.001    0.000 managers.py:317(apply)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
     2210    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        2    0.000    0.000    0.001    0.000 _strptime.py:62(__init__)
        1    0.000    0.000    0.001    0.001 base.py:320(Index)
        1    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
      110    0.000    0.000    0.001    0.000 enum.py:1561(__and__)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
     2138    0.000    0.000    0.001    0.000 base.py:909(__len__)
      126    0.000    0.000    0.001    0.000 frame.py:659(_constructor_from_mgr)
        1    0.000    0.000    0.001    0.001 shutil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 asserters.py:1(<module>)
      248    0.000    0.000    0.001    0.000 <frozen posixpath>:169(basename)
      270    0.001    0.000    0.001    0.000 compute.py:204(_get_options_class)
     2882    0.001    0.000    0.001    0.000 __init__.py:34(using_copy_on_write)
     1372    0.000    0.000    0.001    0.000 copy.py:191(_deepcopy_list)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
      248    0.000    0.000    0.001    0.000 __init__.py:674(formatMessage)
      242    0.000    0.000    0.001    0.000 _methods.py:58(_any)
        2    0.000    0.000    0.001    0.000 enum.py:862(_create_)
     1516    0.001    0.000    0.001    0.000 {method 'remove' of 'list' objects}
      974    0.001    0.000    0.001    0.000 common.py:1331(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
      295    0.000    0.000    0.001    0.000 inspect.py:2164(_signature_is_functionlike)
       60    0.000    0.000    0.001    0.000 _linalg.py:2575(norm)
        1    0.000    0.000    0.001    0.001 managers.py:1(<module>)
      248    0.000    0.000    0.001    0.000 <frozen posixpath>:117(splitext)
      542    0.000    0.000    0.001    0.000 series.py:6137(_align_for_op)
     5021    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
       19    0.001    0.000    0.001    0.000 arrayprint.py:1678(_guarded_repr_or_str)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.001    0.001 groupby.py:1225(GroupBy)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
      550    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
      388    0.001    0.000    0.001    0.000 _parser.py:113(__init__)
     2611    0.000    0.000    0.001    0.000 docscrape.py:71(eof)
        1    0.000    0.000    0.001    0.001 resample.py:121(Resampler)
      350    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
       61    0.000    0.000    0.001    0.000 shape_base.py:220(vstack)
      184    0.000    0.000    0.001    0.000 inference.py:273(is_dict_like)
      360    0.000    0.000    0.001    0.000 fromnumeric.py:1904(ravel)
